date,time,temperature (F),humidity (%),barometric_pressure (hPa),weather,wind_speed (m/s),wind_direction (°),dew_point (F),visibility (mi),cloud_cover,ceiling (ft),heat_index (F),wind_chill (F),precipitation_last_hour (in),station_elevation (ft),station_name,species_target,estimated_water_temp (F),fishing_note,pressure_trend
2025-03-30,00:53,37.94,10.021407874971814,1013.9,Mostly Clear,0,0,33.98,9.997862483098704,FEW,,,,,2867.45416,KBOI,"Warmwater (e.g., bass)",37.9,Cold front – slow retrieves deep.,Falling
2025-03-30,00:31,39.92,9.007399353637114,1013.9,Mostly Clear,0,0,33.98,9.997862483098704,FEW,,,,,2867.45416,KBOI,"Warmwater (e.g., bass)",39.9,Cold front – slow retrieves deep.,Falling
2025-03-29,23:53,39.92,9.007399353637114,1014.6,Cloudy,0,0,33.98,9.997862483098704,OVC,,,,,2867.45416,KBOI,"Warmwater (e.g., bass)",39.9,Cold front – slow retrieves deep.,Rising
2025-03-29,22:53,39.02,9.453172144853053,1014.6,Cloudy,5.4,230,33.98,9.997862483098704,OVC,,,36.846528219405,,2867.45416,KBOI,"Warmwater (e.g., bass)",36.3,Cold front – slow retrieves deep.,Falling
2025-03-29,21:53,39.92,9.007399353637114,1014.6,Mostly Clear,0,0,33.98,9.997862483098704,FEW,,,,,2867.45416,KBOI,"Warmwater (e.g., bass)",39.9,Cold front – slow retrieves deep.,Falling
2025-03-29,20:53,39.92,8.688837792932613,1014.6,Mostly Clear,7.56,340,33.08,9.997862483098704,FEW,,,36.618545667092,,2867.45416,KBOI,"Warmwater (e.g., bass)",36.1,Cold front – slow retrieves deep.,Falling
2025-03-29,20:16,42.08,8.031417601610343,1014.2,Mostly Cloudy,9.36,300,33.98,9.997862483098704,BKN,,,38.352916241969,,2867.45416,KBOI,"Warmwater (e.g., bass)",37.4,Cold front – slow retrieves deep.,Falling
2025-03-29,19:53,42.08,7.747373248141605,1014.2,Clear,12.96,310,33.08,9.997862483098704,CLR,,,37.094785849092,,2867.45416,KBOI,"Warmwater (e.g., bass)",35.6,Cold front – slow retrieves deep.,Falling
2025-03-29,18:53,44.06,6.984836450474245,1014.2,Mostly Clear,16.56,300,33.08,9.997862483098704,FEW,,,38.562567144122,,2867.45416,KBOI,"Warmwater (e.g., bass)",35.8,Cold front – slow retrieves deep.,Falling
2025-03-29,17:53,44.06,7.240923680315113,1014.2,Mostly Cloudy,22.32,310,33.98,9.997862483098704,FEW,,,37.361112878338,,2867.45416,KBOI,"Warmwater (e.g., bass)",32.9,Cold front – slow retrieves deep.,Falling
2025-03-29,17:16,44.96,6.911061583080586,1014.6,Cloudy,22.32,320,33.98,9.997862483098704,SCT,,,38.506474025533,,2867.45416,KBOI,"Warmwater (e.g., bass)",33.8,Cold front – slow retrieves deep.,Rising
2025-03-29,16:17,44.06,7.55918375001357,1014.6,Cloudy,22.32,330,35.06,9.997862483098704,BKN,,,37.361112878338,,2867.45416,KBOI,"Warmwater (e.g., bass)",32.9,Cold front – slow retrieves deep.,Falling
2025-03-29,15:00,42.980000000000004,8.287809895475954,1014.9,Cloudy,22.32,280,35.96,9.997862483098704,SCT,,,35.986679501704,,2867.45416,KBOI,"Warmwater (e.g., bass)",31.8,Cold front – slow retrieves deep.,Rising
2025-03-29,14:53,42.980000000000004,8.6487572871332,1014.9,Cloudy,25.92,300,37.04,9.997862483098704,BKN,,,35.345857696425,0.0,2867.45416,KBOI,"Warmwater (e.g., bass)",30.0,Cold front – slow retrieves deep.,Falling
2025-03-29,13:16,39.92,10.535406027185017,1015.2,Light Rain and Fog/Mist,22.32,290,37.94,5.002038097510538,BKN,,,32.092451601241,0.0,2867.45416,KBOI,"Warmwater (e.g., bass)",28.8,Cold front – slow retrieves deep.,Rising
2025-03-29,13:00,39.92,10.535406027185017,1015.2,Fog/Mist,20.52,300,37.94,4.001630478008431,SCT,,,32.472739469703,0.0,2867.45416,KBOI,"Warmwater (e.g., bass)",29.7,Cold front – slow retrieves deep.,Falling
2025-03-29,12:53,39.92,10.169319604125887,1014.9,Light Rain and Fog/Mist,22.32,290,37.04,4.001630478008431,BKN,,,32.092451601241,0.0,2867.45416,KBOI,"Warmwater (e.g., bass)",28.8,Cold front – slow retrieves deep.,Falling
2025-03-29,11:53,39.02,10.227185102286672,1014.9,Cloudy,14.76,270,35.96,9.997862483098704,BKN,,,32.806716302405,,2867.45416,KBOI,"Warmwater (e.g., bass)",31.6,Cold front – slow retrieves deep.,Falling
2025-03-29,10:21,39.02,10.672595389590832,1013.9,Cloudy,11.16,290,37.04,7.997047244094488,OVC,,,33.995965450361,,2867.45416,KBOI,"Warmwater (e.g., bass)",33.4,Cold front – slow retrieves deep.,Falling
2025-03-29,10:00,39.02,10.672595389590832,1013.9,Fog/Mist,11.16,270,37.04,2.0008152390042153,BKN,,,33.995965450361,,2867.45416,KBOI,"Warmwater (e.g., bass)",33.4,Cold front – slow retrieves deep.,Falling
2025-03-29,09:53,39.02,10.672595389590832,1013.9,Fog/Mist,14.76,280,37.04,2.4979121927940824,SCT,,,32.806716302405,,2867.45416,KBOI,"Warmwater (e.g., bass)",31.6,Cold front – slow retrieves deep.,Falling
2025-03-29,08:53,39.02,10.672595389590832,1013.6,Cloudy,14.76,280,37.04,7.997047244094488,OVC,,,32.806716302405,0.0,2867.45416,KBOI,"Warmwater (e.g., bass)",31.6,Cold front – slow retrieves deep.,Falling
2025-03-29,07:53,39.92,9.74491303747395,1012.9,Cloudy,9.36,10,35.96,9.997862483098704,OVC,,,35.786620627911,,2867.45416,KBOI,"Warmwater (e.g., bass)",35.2,Cold front – slow retrieves deep.,Falling
2025-03-29,04:53,42.08,9.393859657469159,1012.2,Cloudy,9.36,330,37.94,9.997862483098704,BKN,,,38.352916241969,,2867.45416,KBOI,"Warmwater (e.g., bass)",37.4,Cold front – slow retrieves deep.,Falling
2025-03-29,03:53,41.0,9.60049445531181,1012.2,Cloudy,0,0,37.04,9.997862483098704,SCT,,,,,2867.45416,KBOI,"Warmwater (e.g., bass)",41.0,Cold front – slow retrieves deep.,Falling
2025-03-29,01:53,41.0,9.199827247617135,1011.5,Cloudy,0,0,35.96,9.997862483098704,OVC,,,,,2867.45416,KBOI,"Warmwater (e.g., bass)",41.0,Cold front – slow retrieves deep.,Falling
2025-03-29,00:53,42.980000000000004,8.6487572871332,1011.9,Partly Cloudy,0,0,37.04,9.997862483098704,SCT,,,,,2867.45416,KBOI,"Warmwater (e.g., bass)",43.0,Cold front – slow retrieves deep.,Rising
2025-03-28,23:53,44.06,8.174975289007758,1011.5,Mostly Cloudy,7.56,50,37.04,9.997862483098704,BKN,,,41.458475310914,,2867.45416,KBOI,"Warmwater (e.g., bass)",40.3,Cold front – slow retrieves deep.,Falling
2025-03-28,22:53,44.96,7.802562236098025,1011.5,Mostly Cloudy,5.4,230,37.04,9.997862483098704,BKN,,,43.620302866989,,2867.45416,KBOI,"Warmwater (e.g., bass)",42.3,Cold front – slow retrieves deep.,Falling
2025-03-28,21:53,46.94,6.75487781529258,1011.2,,12.96,60,35.96,9.997862483098704,,,,43.01612648018,,2867.45416,KBOI,"Warmwater (e.g., bass)",40.5,Cold front – slow retrieves deep.,Falling
2025-03-28,20:53,44.06,7.833800723753208,1011.2,Mostly Cloudy,9.36,200,35.96,9.997862483098704,BKN,,,40.705353888188995,,2867.45416,KBOI,"Warmwater (e.g., bass)",39.4,Cold front – slow retrieves deep.,Falling
2025-03-28,19:53,46.04,7.072788899261114,1010.5,Clear,0,0,35.96,9.997862483098704,CLR,,,,,2867.45416,KBOI,"Warmwater (e.g., bass)",46.0,Cold front – slow retrieves deep.,Falling
2025-03-28,18:53,46.94,7.3028235526028995,1010.8,Partly Cloudy,,,37.94,9.997862483098704,FEW,,,,,2867.45416,KBOI,"Warmwater (e.g., bass)",46.9,Cold front – slow retrieves deep.,Rising
2025-03-28,17:53,46.04,7.646523115366695,1011.9,Mostly Cloudy and Windy,31.68,300,37.94,9.997862483098704,FEW,,,38.470483702762,,2867.45416,KBOI,"Warmwater (e.g., bass)",30.2,Cold front – slow retrieves deep.,Rising
2025-03-28,16:53,53.96,4.247806243789354,1010.2,Clear,11.16,360,33.08,9.997862483098704,CLR,,,,,2867.45416,KBOI,"Warmwater (e.g., bass)",48.4,Cold front – slow retrieves deep.,Falling
2025-03-28,15:53,53.06,4.977597152499246,1010.8,Mostly Cloudy,9.36,250,35.96,9.997862483098704,BKN,,,,,2867.45416,KBOI,"Warmwater (e.g., bass)",48.4,Cold front – slow retrieves deep.,Rising
2025-03-28,12:53,51.08,5.486750006511022,1012.2,Cloudy,16.56,300,35.96,9.997862483098704,BKN,,,,,2867.45416,KBOI,"Warmwater (e.g., bass)",42.8,Cold front – slow retrieves deep.,Rising
2025-03-28,11:53,53.06,4.068269858534522,1011.9,,20.52,310,30.92,9.997862483098704,,,,,,2867.45416,KBOI,"Warmwater (e.g., bass)",42.8,Cold front – slow retrieves deep.,Falling
2025-03-28,09:53,51.08,4.484408639135298,1011.2,Cloudy,0,0,30.92,9.997862483098704,FEW,,,,,2867.45416,KBOI,"Warmwater (e.g., bass)",51.1,Cold front – slow retrieves deep.,Falling
2025-03-28,07:53,44.96,6.111014586849526,1010.5,Clear,0,0,30.92,9.997862483098704,CLR,,,,,2867.45416,KBOI,"Warmwater (e.g., bass)",45.0,Cold front – slow retrieves deep.,Falling
